 
  Impact-EELS Intensity
 
  All energies in meV
 
  High-symmetry points and/or path breaks detected at the following q_idxs:
    1   350   474   845  1147  1394  1569 

  The path spacings (in inverse Angstrom) between these points are:
    4.9858E-03    4.9633E-03    4.9903E-03    4.9902E-03    4.9830E-03    4.9719E-03
 
 
  q_idx    mode_idx      Energy               I_eels
  315         1       121.649227        0.700418967002E-06
  315         2        84.314551        0.000000000000E+00
  315         3        84.314551        0.000000000000E+00
  315         4       144.110508        0.680013416929E-05
  315         5       113.717489        0.000000000000E+00
  315         6       113.717489        0.000000000000E+00
  316         1       121.810135        0.654525341964E-06
  316         2        84.394504        0.000000000000E+00
  316         3        84.394504        0.000000000000E+00
  316         4       144.023677        0.684990473258E-05
  316         5       113.674036        0.000000000000E+00
  316         6       113.674036        0.000000000000E+00
  317         1       121.967619        0.611320943654E-06
  317         2        84.472275        0.000000000000E+00
  317         3        84.472275        0.000000000000E+00
  317         4       143.938053        0.689755120794E-05
  317         5       113.631628        0.000000000000E+00
  317         6       113.631628        0.000000000000E+00
  318         1       122.121609        0.570955880985E-06
  318         2        84.547854        0.000000000000E+00
  318         3        84.547854        0.000000000000E+00
  318         4       143.853713        0.694291905708E-05
  318         5       113.590285        0.000000000000E+00
  318         6       113.590285        0.000000000000E+00
  319         1       122.272033        0.533577907798E-06
  319         2        84.621228        0.000000000000E+00
  319         3        84.621228        0.000000000000E+00
  319         4       143.770731        0.698585496804E-05
  319         5       113.550022        0.000000000000E+00
  319         6       113.550022        0.000000000000E+00
  320         1       122.418816        0.499309000177E-06
  320         2        84.692386        0.000000000000E+00
  320         3        84.692386        0.000000000000E+00
  320         4       143.689189        0.702624325633E-05
  320         5       113.510858        0.000000000000E+00
  320         6       113.510858        0.000000000000E+00
  321         1       122.561884        0.468294746729E-06
  321         2        84.761316        0.000000000000E+00
  321         3        84.761316        0.000000000000E+00
  321         4       143.609164        0.706393139680E-05
  321         5       113.472809        0.000000000000E+00
  321         6       113.472809        0.000000000000E+00
  322         1       122.701159        0.440676391712E-06
  322         2        84.828008        0.000000000000E+00
  322         3        84.828008        0.000000000000E+00
  322         4       143.530740        0.709877007125E-05
  322         5       113.435891        0.000000000000E+00
  322         6       113.435891        0.000000000000E+00
  323         1       122.836563        0.416572257680E-06
  323         2        84.892452        0.000000000000E+00
  323         3        84.892452        0.000000000000E+00
  323         4       143.454000        0.713064565041E-05
  323         5       113.400120        0.000000000000E+00
  323         6       113.400120        0.000000000000E+00
  324         1       122.968017        0.396117504433E-06
  324         2        84.954637        0.000000000000E+00
  324         3        84.954637        0.000000000000E+00
  324         4       143.379027        0.715941352634E-05
  324         5       113.365512        0.000000000000E+00
  324         6       113.365512        0.000000000000E+00
  325         1       123.095440        0.379440441785E-06
  325         2        85.014554        0.000000000000E+00
  325         3        85.014554        0.000000000000E+00
  325         4       143.305906        0.718493481777E-05
  325         5       113.332081        0.000000000000E+00
  325         6       113.332081        0.000000000000E+00
  326         1       123.218750        0.366649260906E-06
  326         2        85.072194        0.000000000000E+00
  326         3        85.072194        0.000000000000E+00
  326         4       143.234725        0.720710443950E-05
  326         5       113.299842        0.000000000000E+00
  326         6       113.299842        0.000000000000E+00
  327         1       123.337865        0.357861120682E-06
  327         2        85.127547        0.000000000000E+00
  327         3        85.127547        0.000000000000E+00
  327         4       143.165570        0.722579331936E-05
  327         5       113.268808        0.000000000000E+00
  327         6       113.268808        0.000000000000E+00
  328         1       123.452703        0.353183331413E-06
  328         2        85.180606        0.000000000000E+00
  328         3        85.180606        0.000000000000E+00
  328         4       143.098528        0.724088111340E-05
  328         5       113.238994        0.000000000000E+00
  328         6       113.238994        0.000000000000E+00
  329         1       123.563181        0.352705724978E-06
  329         2        85.231363        0.000000000000E+00
  329         3        85.231363        0.000000000000E+00
  329         4       143.033687        0.725227955423E-05
  329         5       113.210413        0.000000000000E+00
  329         6       113.210413        0.000000000000E+00
  330         1       123.669215        0.356518346257E-06
  330         2        85.279809        0.000000000000E+00
  330         3        85.279809        0.000000000000E+00
  330         4       142.971134        0.725988427346E-05
  330         5       113.183076        0.000000000000E+00
  330         6       113.183076        0.000000000000E+00
  331         1       123.770723        0.364698010993E-06
  331         2        85.325937        0.000000000000E+00
  331         3        85.325937        0.000000000000E+00
  331         4       142.910957        0.726360305377E-05
  331         5       113.156996        0.000000000000E+00
  331         6       113.156996        0.000000000000E+00
  332         1       123.867624        0.377306548761E-06
  332         2        85.369741        0.000000000000E+00
  332         3        85.369741        0.000000000000E+00
  332         4       142.853240        0.726337413326E-05
  332         5       113.132184        0.000000000000E+00
  332         6       113.132184        0.000000000000E+00
  333         1       123.959834        0.394396715949E-06
  333         2        85.411213        0.000000000000E+00
  333         3        85.411213        0.000000000000E+00
  333         4       142.798070        0.725912809782E-05
  333         5       113.108650        0.000000000000E+00
  333         6       113.108650        0.000000000000E+00
  334         1       124.047276        0.416004560119E-06
  334         2        85.450349        0.000000000000E+00
  334         3        85.450349        0.000000000000E+00
  334         4       142.745530        0.725081126002E-05
  334         5       113.086406        0.000000000000E+00
  334         6       113.086406        0.000000000000E+00
  335         1       124.129871        0.442153625585E-06
  335         2        85.487141        0.000000000000E+00
  335         3        85.487141        0.000000000000E+00
  335         4       142.695702        0.723839869533E-05
  335         5       113.065461        0.000000000000E+00
  335         6       113.065461        0.000000000000E+00
  336         1       124.207542        0.472849125985E-06
  336         2        85.521585        0.000000000000E+00
  336         3        85.521585        0.000000000000E+00
  336         4       142.648667        0.722186634898E-05
  336         5       113.045824        0.000000000000E+00
  336         6       113.045824        0.000000000000E+00
  337         1       124.280215        0.508076429132E-06
  337         2        85.553675        0.000000000000E+00
  337         3        85.553675        0.000000000000E+00
  337         4       142.604501        0.720120907529E-05
  337         5       113.027504        0.000000000000E+00
  337         6       113.027504        0.000000000000E+00
  338         1       124.347820        0.547811166448E-06
  338         2        85.583406        0.000000000000E+00
  338         3        85.583406        0.000000000000E+00
  338         4       142.563278        0.717644851057E-05
  338         5       113.010508        0.000000000000E+00
  338         6       113.010508        0.000000000000E+00
  339         1       124.410289        0.592002138366E-06
  339         2        85.610775        0.000000000000E+00
  339         3        85.610775        0.000000000000E+00
  339         4       142.525069        0.714761496428E-05
  339         5       112.994845        0.000000000000E+00
  339         6       112.994845        0.000000000000E+00
  340         1       124.467557        0.640576081513E-06
  340         2        85.635778        0.000000000000E+00
  340         3        85.635778        0.000000000000E+00
  340         4       142.489942        0.711475997291E-05
  340         5       112.980520        0.000000000000E+00
  340         6       112.980520        0.000000000000E+00
  341         1       124.519565        0.693453440323E-06
  341         2        85.658410        0.000000000000E+00
  341         3        85.658410        0.000000000000E+00
  341         4       142.457958        0.707795907439E-05
  341         5       112.967541        0.000000000000E+00
  341         6       112.967541        0.000000000000E+00
  342         1       124.566256        0.750520897111E-06
  342         2        85.678668        0.000000000000E+00
  342         3        85.678668        0.000000000000E+00
  342         4       142.429177        0.703730282735E-05
  342         5       112.955913        0.000000000000E+00
  342         6       112.955913        0.000000000000E+00
  343         1       124.607580        0.811642384284E-06
  343         2        85.696550        0.000000000000E+00
  343         3        85.696550        0.000000000000E+00
  343         4       142.403651        0.699290383033E-05
  343         5       112.945640        0.000000000000E+00
  343         6       112.945640        0.000000000000E+00
  344         1       124.643490        0.876680025522E-06
  344         2        85.712053        0.000000000000E+00
  344         3        85.712053        0.000000000000E+00
  344         4       142.381429        0.694489472432E-05
  344         5       112.936729        0.000000000000E+00
  344         6       112.936729        0.000000000000E+00
  345         1       124.673946        0.945457580239E-06
  345         2        85.725175        0.000000000000E+00
  345         3        85.725175        0.000000000000E+00
  345         4       142.362552        0.689342734638E-05
  345         5       112.929181        0.000000000000E+00
  345         6       112.929181        0.000000000000E+00
  346         1       124.698913        0.101777736747E-05
  346         2        85.735913        0.000000000000E+00
  346         3        85.735913        0.000000000000E+00
  346         4       142.347057        0.683867435319E-05
  346         5       112.923002        0.000000000000E+00
  346         6       112.923002        0.000000000000E+00
  347         1       124.718362        0.109344561738E-05
  347         2        85.744267        0.000000000000E+00
  347         3        85.744267        0.000000000000E+00
  347         4       142.334974        0.678082319791E-05
  347         5       112.918193        0.000000000000E+00
  347         6       112.918193        0.000000000000E+00
  348         1       124.732270        0.117222840696E-05
  348         2        85.750235        0.000000000000E+00
  348         3        85.750235        0.000000000000E+00
  348         4       142.326326        0.672008196015E-05
  348         5       112.914756        0.000000000000E+00
  348         6       112.914756        0.000000000000E+00
  349         1       124.740622        0.125387384284E-05
  349         2        85.753816        0.000000000000E+00
  349         3        85.753816        0.000000000000E+00
  349         4       142.321130        0.665667620566E-05
  349         5       112.912694        0.000000000000E+00
  349         6       112.912694        0.000000000000E+00
  350         1       124.743407        0.133814075138E-05
  350         2        85.755010        0.000000000000E+00
  350         3        85.755010        0.000000000000E+00
  350         4       142.319397        0.659083979942E-05
  350         5       112.912006        0.000000000000E+00
  350         6       112.912006        0.000000000000E+00
  351         1       124.743386        0.133803189777E-05
  351         2        85.756908        0.484164922997E-10
  351         3        85.754919        0.268605612692E-32
  351         4       142.318300        0.659084035941E-05
  351         5       112.911952        0.424066311841E-27
  351         6       112.911960        0.164321244540E-09
  352         1       124.743321        0.133768442624E-05
  352         2        85.763133        0.199614876736E-09
  352         3        85.754115        0.000000000000E+00
  352         4       142.315011        0.659086295473E-05
  352         5       112.912195        0.156013044561E-33
  352         6       112.911420        0.649478147656E-09
  353         1       124.743213        0.133707043269E-05
  353         2        85.773502        0.462558290763E-09
  353         3        85.752775        0.413366491912E-33
  353         4       142.309529        0.659093666167E-05
  353         5       112.912599        0.214545363287E-31
  353         6       112.910520        0.144272764580E-08
  354         1       124.743061        0.133615905254E-05
  354         2        85.788006        0.846448963784E-09
  354         3        85.750899        0.912525381895E-33
  354         4       142.301857        0.659109115940E-05
  354         5       112.913165        0.842290334630E-32
  354         6       112.909259        0.253028855949E-08
  355         1       124.742863        0.133493486982E-05
  355         2        85.806634        0.135984576051E-08
  355         3        85.748487        0.000000000000E+00
  355         4       142.291999        0.659135247212E-05
  355         5       112.913894        0.840884394018E-32
  355         6       112.907636        0.389632077657E-08
  356         1       124.742619        0.133337057968E-05
  356         2        85.829369        0.201177171102E-08
  356         3        85.745537        0.000000000000E+00
  356         4       142.279957        0.659174915065E-05
  356         5       112.914785        0.132583736401E-32
  356         6       112.905651        0.552453487272E-08
  357         1       124.742325        0.133144533463E-05
  357         2        85.856194        0.281095344261E-08
  357         3        85.742051        0.000000000000E+00
  357         4       142.265736        0.659230790035E-05
  357         5       112.915840        0.000000000000E+00
  357         6       112.903302        0.739731640593E-08
  358         1       124.741981        0.132914911703E-05
  358         2        85.887085        0.376594636329E-08
  358         3        85.738027        0.000000000000E+00
  358         4       142.249341        0.659305221393E-05
  358         5       112.917058        0.228715702769E-32
  358         6       112.900588        0.949600755565E-08
  359         1       124.741584        0.132644738502E-05
  359         2        85.922017        0.488504155125E-08
  359         3        85.733464        0.660087083781E-33
  359         4       142.230777        0.659401174335E-05
  359         5       112.918441        0.285050676945E-32
  359         6       112.897508        0.118010860975E-07
  360         1       124.741131        0.132333430756E-05
  360         2        85.960962        0.617627785220E-08
  360         3        85.728363        0.000000000000E+00
  360         4       142.210053        0.659520791907E-05
  360         5       112.919990        0.000000000000E+00
  360         6       112.894061        0.142921365746E-07
  361         1       124.740618        0.131979736084E-05
  361         2        86.003889        0.764735471814E-08
  361         3        85.722721        0.000000000000E+00
  361         4       142.187175        0.659666339408E-05
  361         5       112.921704        0.000000000000E+00
  361         6       112.890243        0.169480242242E-07
  362         1       124.740043        0.131582147777E-05
  362         2        86.050763        0.930642658146E-08
  362         3        85.716540        0.000000000000E+00
  362         4       142.162151        0.659840016009E-05
  362         5       112.923586        0.000000000000E+00
  362         6       112.886054        0.197476515514E-07
  363         1       124.739402        0.131140816543E-05
  363         2        86.101545        0.111588121149E-07
  363         3        85.709817        0.000000000000E+00
  363         4       142.134992        0.660043697944E-05
  363         5       112.925637        0.102100616457E-32
  363         6       112.881490        0.226674035103E-07
  364         1       124.738691        0.130654696562E-05
  364         2        86.156198        0.132116819696E-07
  364         3        85.702552        0.000000000000E+00
  364         4       142.105706        0.660279307596E-05
  364         5       112.927856        0.118441907500E-32
  364         6       112.876550        0.256852011385E-07
  365         1       124.737904        0.130123452463E-05
  365         2        86.214678        0.154709443087E-07
  365         3        85.694743        0.000000000000E+00
  365         4       142.074304        0.660548547608E-05
  365         5       112.930246        0.719382011189E-32
  365         6       112.871231        0.287780163083E-07
  366         1       124.737038        0.129546986768E-05
  366         2        86.276939        0.179419481426E-07
  366         3        85.686390        0.000000000000E+00
  366         4       142.040799        0.660852956738E-05
  366         5       112.932808        0.869809514239E-32
  366         6       112.865531        0.319226250276E-07
  367         1       124.736087        0.128925442007E-05
  367         2        86.342936        0.206294417872E-07
  367         3        85.677492        0.000000000000E+00
  367         4       142.005202        0.661193900661E-05
  367         5       112.935542        0.000000000000E+00
  367         6       112.859445        0.350957227156E-07
  368         1       124.735045        0.128259202542E-05
  368         2        86.412617        0.235375333735E-07
  368         3        85.668047        0.000000000000E+00
  368         4       141.967526        0.661572566567E-05
  368         5       112.938452        0.000000000000E+00
  368         6       112.852971        0.382740407436E-07
  369         1       124.733908        0.127548895993E-05
  369         2        86.485932        0.266696532868E-07
  369         3        85.658054        0.000000000000E+00
  369         4       141.927786        0.661989950368E-05
  369         5       112.941536        0.122516809773E-31
  369         6       112.846107        0.414344635712E-07
  370         1       124.732668        0.126794916102E-05
  370         2        86.562828        0.300301310359E-07
  370         3        85.647511        0.000000000000E+00
  370         4       141.885997        0.662446871827E-05
  370         5       112.944799        0.000000000000E+00
  370         6       112.838847        0.445548961030E-07
  371         1       124.731319        0.125999333717E-05
  371         2        86.643250        0.336178181359E-07
  371         3        85.636418        0.000000000000E+00
  371         4       141.842173        0.662943885903E-05
  371         5       112.948239        0.000000000000E+00
  371         6       112.831190        0.476113723843E-07
  372         1       124.729854        0.125163028561E-05
  372         2        86.727141        0.374354170118E-07
  372         3        85.624773        0.000000000000E+00
  372         4       141.796331        0.663481402482E-05
  372         5       112.951860        0.000000000000E+00
  372         6       112.823130        0.505827000140E-07
  373         1       124.728266        0.124287601640E-05
  373         2        86.814443        0.414833170430E-07
  373         3        85.612573        0.000000000000E+00
  373         4       141.748489        0.664059588473E-05
  373         5       112.955663        0.000000000000E+00
  373         6       112.814664        0.534475526388E-07
  374         1       124.726546        0.123375731457E-05
  374         2        86.905098        0.457611149009E-07
  374         3        85.599819        0.000000000000E+00
  374         4       141.698664        0.664678214726E-05
  374         5       112.959650        0.000000000000E+00
  374         6       112.805788        0.561849852673E-07
  375         1       124.724688        0.122427825594E-05
  375         2        86.999046        0.502674399155E-07
  375         3        85.586507        0.000000000000E+00
  375         4       141.646876        0.665337342143E-05
  375         5       112.963821        0.000000000000E+00
  375         6       112.796497        0.587759394562E-07
  376         1       124.722682        0.121447043112E-05
  376         2        87.096225        0.550001678680E-07
  376         3        85.572637        0.000000000000E+00
  376         4       141.593143        0.666036269374E-05
  376         5       112.968179        0.000000000000E+00
  376         6       112.786788        0.612013155627E-07
  377         1       124.720519        0.120435939941E-05
  377         2        87.196576        0.599562469845E-07
  377         3        85.558206        0.413015684421E-38
  377         4       141.537487        0.666774227220E-05
  377         5       112.972726        0.439903418504E-32
  377         6       112.776655        0.634434078241E-07
  378         1       124.718191        0.119396860214E-05
  378         2        87.300035        0.651341968379E-07
  378         3        85.543213        0.000000000000E+00
  378         4       141.479929        0.667550163045E-05
  378         5       112.977463        0.000000000000E+00
  378         6       112.766094        0.654862161580E-07
  379         1       124.715686        0.118333719484E-05
  379         2        87.406542        0.705243183386E-07
  379         3        85.527655        0.000000000000E+00
  379         4       141.420491        0.668362872198E-05
  379         5       112.982391        0.000000000000E+00
  379         6       112.755100        0.673133815422E-07
  380         1       124.712996        0.117249312781E-05
  380         2        87.516034        0.761231958518E-07
  380         3        85.511532        0.000000000000E+00
  380         4       141.359195        0.669210799273E-05
  380         5       112.987513        0.303936570084E-31
  380         6       112.743669        0.689115961736E-07
  381         1       124.710109        0.116147109324E-05
  381         2        87.628449        0.819241300022E-07
  381         3        85.494840        0.000000000000E+00
  381         4       141.296067        0.670092152597E-05
  381         5       112.992830        0.000000000000E+00
  381         6       112.731794        0.702684481312E-07
  382         1       124.707015        0.115030798748E-05
  382         2        87.743726        0.879195019097E-07
  382         3        85.477579        0.462264149377E-38
  382         4       141.231129        0.671004877595E-05
  382         5       112.998343        0.172470509232E-37
  382         6       112.719471        0.713730813113E-07
  383         1       124.703701        0.113904285871E-05
  383         2        87.861803        0.941007777706E-07
  383         3        85.459745        0.229650128449E-38
  383         4       141.164409        0.671946646521E-05
  383         5       113.004055        0.250235151777E-31
  383         6       112.706695        0.722162791206E-07
  384         1       124.700155        0.112771687657E-05
  384         2        87.982619        0.100458515828E-06
  384         3        85.441338        0.000000000000E+00
  384         4       141.095931        0.672914860599E-05
  384         5       113.009966        0.389408543925E-31
  384         6       112.693459        0.727905418213E-07
  385         1       124.696366        0.111636945148E-05
  385         2        88.106115        0.106985573784E-06
  385         3        85.422353        0.000000000000E+00
  385         4       141.025724        0.673906544956E-05
  385         5       113.016080        0.000000000000E+00
  385         6       112.679759        0.730903233430E-07
  386         1       124.692320        0.110505363849E-05
  386         2        88.232231        0.113664436801E-06
  386         3        85.402791        0.440885285328E-38
  386         4       140.953816        0.674918731140E-05
  386         5       113.022396        0.158812520733E-37
  386         6       112.665590        0.731113806713E-07
  387         1       124.688004        0.109381275463E-05
  387         2        88.360911        0.120486119212E-06
  387         3        85.382647        0.436487390506E-38
  387         4       140.880235        0.675947895641E-05
  387         5       113.028916        0.196907711990E-37
  387         6       112.650944        0.728519972579E-07
  388         1       124.683402        0.108269599203E-05
  388         2        88.492096        0.127437697061E-06
  388         3        85.361921        0.432479728348E-38
  388         4       140.805011        0.676990318478E-05
  388         5       113.035643        0.157036305700E-37
  388         6       112.635816        0.723122019307E-07
  389         1       124.678501        0.107176289511E-05
  389         2        88.625731        0.134505234939E-06
  389         3        85.340610        0.000000000000E+00
  389         4       140.728176        0.678041865498E-05
  389         5       113.042577        0.000000000000E+00
  389         6       112.620201        0.714931801515E-07
  390         1       124.673286        0.106104950290E-05
  390         2        88.761764        0.141674566813E-06
  390         3        85.318710        0.000000000000E+00
  390         4       140.649760        0.679098513694E-05
  390         5       113.049720        0.000000000000E+00
  390         6       112.604092        0.704007209632E-07
  391         1       124.667740        0.105061892828E-05
  391         2        88.900140        0.148930249304E-06
  391         3        85.296222        0.000000000000E+00
  391         4       140.569796        0.680155558859E-05
  391         5       113.057072        0.000000000000E+00
  391         6       112.587483        0.690401752844E-07
  392         1       124.661847        0.104052759092E-05
  392         2        89.040810        0.156256288317E-06
  392         3        85.273140        0.422978772199E-38
  392         4       140.488317        0.681208144940E-05
  392         5       113.064636        0.590333750120E-31
  392         6       112.570368        0.674198355308E-07
  393         1       124.655590        0.103083085193E-05
  393         2        89.183725        0.163639888894E-06
  393         3        85.249465        0.000000000000E+00
  393         4       140.405358        0.682250936973E-05
  393         5       113.072412        0.000000000000E+00
  393         6       112.552741        0.655498000422E-07
  394         1       124.648951        0.102159403843E-05
  394         2        89.328837        0.171056068210E-06
  394         3        85.225192        0.370513005366E-38
  394         4       140.320954        0.683278884506E-05
  394         5       113.080401        0.180085568177E-37
  394         6       112.534595        0.634432088404E-07
  395         1       124.641913        0.101287550661E-05
  395         2        89.476102        0.178490740986E-06
  395         3        85.200320        0.272754643884E-38
  395         4       140.235141        0.684286103754E-05
  395         5       113.088605        0.676882204596E-31
  395         6       112.515925        0.611144926013E-07
  396         1       124.634455        0.100473798376E-05
  396         2        89.625477        0.185925486467E-06
  396         3        85.174846        0.000000000000E+00
  396         4       140.147957        0.685266612174E-05
  396         5       113.097024        0.000000000000E+00
  396         6       112.496723        0.585804749176E-07
  397         1       124.626558        0.997245614306E-06
  397         2        89.776921        0.193341402824E-06
  397         3        85.148768        0.277972538459E-38
  397         4       140.059438        0.686214154919E-05
  397         5       113.105660        0.179108478437E-37
  397         6       112.476983        0.558600956685E-07
  398         1       124.618203        0.990463881064E-06
  398         2        89.930395        0.200719165568E-06
  398         3        85.122083        0.439419021907E-38
  398         4       139.969624        0.687122204089E-05
  398         5       113.114512        0.157393373519E-37
  398         6       112.456699        0.529743890049E-07
  399         1       124.609367        0.984459531521E-06
  399         2        90.085863        0.208039086827E-06
  399         3        85.094789        0.000000000000E+00
  399         4       139.878555        0.687983968122E-05
  399         5       113.123582        0.000000000000E+00
  399         6       112.435864        0.499464528497E-07
  400         1       124.600028        0.979300496993E-06
  400         2        90.243292        0.215281179723E-06
  400         3        85.066884        0.000000000000E+00
  400         4       139.786272        0.688792395876E-05
  400         5       113.132870        0.000000000000E+00
  400         6       112.414472        0.468014111494E-07
  401         1       124.590165        0.975054543245E-06
  401         2        90.402648        0.222429513765E-06
  401         3        85.038364        0.000000000000E+00
  401         4       139.692817        0.689539869889E-05
  401         5       113.142378        0.000000000000E+00
  401         6       112.392515        0.435656632121E-07
  402         1       124.579753        0.971794424479E-06
  402         2        90.563904        0.229455154952E-06
  402         3        85.009227        0.461430064359E-38
  402         4       139.598232        0.690219451332E-05
  402         5       113.152104        0.155260176941E-37
  402         6       112.369988        0.402696173749E-07
  403         1       124.568768        0.969589607627E-06
  403         2        90.727031        0.236341881742E-06
  403         3        84.979472        0.335898994470E-38
  403         4       139.502560        0.690823058901E-05
  403         5       113.162050        0.154667898705E-37
  403         6       112.346883        0.369435016919E-07
  404         1       124.557186        0.968511813277E-06
  404         2        90.892006        0.243069200531E-06
  404         3        84.949095        0.000000000000E+00
  404         4       139.405848        0.691342683632E-05
  404         5       113.172215        0.000000000000E+00
  404         6       112.323194        0.336200099035E-07
  405         1       124.544980        0.968643790349E-06
  405         2        91.058805        0.249615631163E-06
  405         3        84.918094        0.349439251846E-38
  405         4       139.308140        0.691769836094E-05
  405         5       113.182601        0.153413399765E-37
  405         6       112.298914        0.303328349182E-07
  406         1       124.532123        0.970037959153E-06
  406         2        91.227409        0.255962890611E-06
  406         3        84.886466        0.488119220470E-38
  406         4       139.209484        0.692096606443E-05
  406         5       113.193206        0.133890496573E-37
  406         6       112.274036        0.271195319780E-07
  407         1       124.518589        0.972777834175E-06
  407         2        91.397799        0.262089928528E-06
  407         3        84.854209        0.000000000000E+00
  407         4       139.109927        0.692314134438E-05
  407         5       113.204032        0.000000000000E+00
  407         6       112.248554        0.240169314352E-07
  408         1       124.504347        0.976937012137E-06
  408         2        91.569961        0.267976967938E-06
  408         3        84.821321        0.503174969334E-38
  408         4       139.009517        0.692413639130E-05
  408         5       113.215077        0.151362787739E-37
  408         6       112.222461        0.210640884633E-07
  409         1       124.489370        0.982589618047E-06
  409         2        91.743880        0.273608984707E-06
  409         3        84.787799        0.000000000000E+00
  409         4       138.908304        0.692385729465E-05
  409         5       113.226342        0.000000000000E+00
  409         6       112.195749        0.183005967376E-07
  410         1       124.473625        0.989808584129E-06
  410         2        91.919546        0.278958313402E-06
  410         3        84.753640        0.484528663014E-38
  410         4       138.806340        0.692222236180E-05
  410         5       113.237826        0.220470129597E-31
  410         6       112.168414        0.157697376631E-07
  411         1       124.457084        0.998667435067E-06
  411         2        92.096950        0.284010971235E-06
  411         3        84.718843        0.000000000000E+00
  411         4       138.703676        0.691913541756E-05
  411         5       113.249529        0.000000000000E+00
  411         6       112.140447        0.135134646753E-07
  412         1       124.439712        0.100923897346E-05
  412         2        92.276083        0.288749249013E-06
  412         3        84.683404        0.000000000000E+00
  412         4       138.600364        0.691450380655E-05
  412         5       113.261451        0.000000000000E+00
  412         6       112.111841        0.115755548205E-07
  413         1       124.421477        0.102159526643E-05
  413         2        92.456941        0.293156175011E-06
  413         3        84.647322        0.102600706449E-37
  413         4       138.496458        0.690823425948E-05
  413         5       113.273591        0.178048412632E-37
  413         6       112.082592        0.100006647031E-07
  414         1       124.402345        0.103580739683E-05
  414         2        92.639519        0.297215604342E-06
  414         3        84.610594        0.000000000000E+00
  414         4       138.392013        0.690023316707E-05
  414         5       113.285948        0.000000000000E+00
  414         6       112.052690        0.883419983050E-08
  415         1       124.382282        0.105194518717E-05
  415         2        92.823817        0.300912312767E-06
  415         3        84.573217        0.000000000000E+00
  415         4       138.287084        0.689040687158E-05
  415         5       113.298521        0.000000000000E+00
  415         6       112.022131        0.812217903524E-08
  416         1       124.361250        0.107007885730E-05
  416         2        93.009834        0.304236226387E-06
  416         3        84.535190        0.000000000000E+00
  416         4       138.181728        0.687865606029E-05
  416         5       113.311311        0.000000000000E+00
  416         6       111.990907        0.791052296188E-08
  417         1       124.339215        0.109027110943E-05
  417         2        93.197570        0.307165893604E-06
  417         3        84.496510        0.000000000000E+00
  417         4       138.076003        0.686489976396E-05
  417         5       113.324316        0.000000000000E+00
  417         6       111.959012        0.824725995878E-08
  418         1       124.316137        0.111258786577E-05
  418         2        93.387028        0.309693582391E-06
  418         3        84.457175        0.112767382385E-37
  418         4       137.969966        0.684904054502E-05
  418         5       113.337535        0.107271764573E-37
  418         6       111.926439        0.917876673339E-08
  419         1       124.291979        0.113709072654E-05
  419         2        93.578212        0.311808652910E-06
  419         3        84.417182        0.000000000000E+00
  419         4       137.863678        0.683098817585E-05
  419         5       113.350967        0.154933233138E-30
  419         6       111.893181        0.107520781199E-07
  420         1       124.266701        0.116385242358E-05
  420         2        93.771126        0.313499524479E-06
  420         3        84.376529        0.606685926923E-38
  420         4       137.757197        0.681064771998E-05
  420         5       113.364611        0.145296980467E-37
  420         6       111.859233        0.130150375682E-07
  421         1       124.240264        0.119290027732E-05
  421         2        93.965776        0.314762940559E-06
  421         3        84.335214        0.117798520530E-37
  421         4       137.650585        0.678794600762E-05
  421         5       113.378467        0.150972169329E-37
  421         6       111.824587        0.160125846770E-07
  422         1       124.212626        0.122429949937E-05
  422         2        94.162167        0.315590425667E-06
  422         3        84.293236        0.000000000000E+00
  422         4       137.543904        0.676279361624E-05
  422         5       113.392533        0.000000000000E+00
  422         6       111.789237        0.197916781905E-07
  423         1       124.183746        0.125809718674E-05
  423         2        94.360307        0.315977375482E-06
  423         3        84.250591        0.000000000000E+00
  423         4       137.437216        0.673511071241E-05
  423         5       113.406808        0.000000000000E+00
  423         6       111.753178        0.243979082126E-07
  424         1       124.153583        0.129433909877E-05
  424         2        94.560202        0.315924516769E-06
  424         3        84.207277        0.000000000000E+00
  424         4       137.330583        0.670481386451E-05
  424         5       113.421290        0.000000000000E+00
  424         6       111.716401        0.298762358643E-07
  425         1       124.122093        0.133305547631E-05
  425         2        94.761860        0.315423508238E-06
  425         3        84.163293        0.128296825552E-37
  425         4       137.224071        0.667184641125E-05
  425         5       113.435979        0.138060905407E-37
  425         6       111.678902        0.362704041018E-07
  426         1       124.089233        0.137428076269E-05
  426         2        94.965287        0.314478882907E-06
  426         3        84.118637        0.000000000000E+00
  426         4       137.117741        0.663613460855E-05
  426         5       113.450874        0.000000000000E+00
  426         6       111.640674        0.436232327539E-07
  427         1       124.054960        0.141803971382E-05
  427         2        95.170492        0.313093481828E-06
  427         3        84.073306        0.000000000000E+00
  427         4       137.011659        0.659761765799E-05
  427         5       113.465973        0.000000000000E+00
  427         6       111.601711        0.519762540202E-07
  428         1       124.019229        0.146435012251E-05
  428         2        95.377480        0.311272224298E-06
  428         3        84.027299        0.000000000000E+00
  428         4       136.905891        0.655624104121E-05
  428         5       113.481275        0.000000000000E+00
  428         6       111.562007        0.613695655773E-07
  429         1       123.981998        0.151322223747E-05
  429         2        95.586258        0.309022192124E-06
  429         3        83.980613        0.000000000000E+00
  429         4       136.800500        0.651195714077E-05
  429         5       113.496779        0.000000000000E+00
  429         6       111.521555        0.718416604345E-07
  430         1       123.943221        0.156465818017E-05
