 
  Impact-EELS Intensity
 
  All energies in meV
 
  High-symmetry points and/or path breaks detected at the following q_idxs:
    1   350   474   845  1147  1394  1569 

  The path spacings (in inverse Angstrom) between these points are:
    4.9858E-03    4.9633E-03    4.9903E-03    4.9902E-03    4.9830E-03    4.9719E-03
 
 
  q_idx    mode_idx      Energy               I_eels
  837         5       129.440066        0.000000000000E+00
  837         6         4.338690        0.105932726944E-01
  838         1       129.479733        0.866102505167E-07
  838         2         2.618801        0.185842947452E-04
  838         3         2.109288        0.000000000000E+00
  838         4       129.937078        0.309597592341E-02
  838         5       129.444954        0.000000000000E+00
  838         6         3.796810        0.137236664664E-01
  839         1       129.474801        0.867590663697E-07
  839         2         2.244649        0.251828228600E-04
  839         3         1.807950        0.000000000000E+00
  839         4       129.811478        0.423759835055E-02
  839         5       129.449198        0.000000000000E+00
  839         6         3.254748        0.185260525704E-01
  840         1       129.470605        0.866023577932E-07
  840         2         1.870514        0.364016442768E-04
  840         3         1.506616        0.200611703387E-23
  840         4       129.704802        0.613107317083E-02
  840         5       129.452795        0.000000000000E+00
  840         6         2.712529        0.264661250265E-01
  841         1       129.467155        0.867815107082E-07
  841         2         1.496391        0.564235561615E-04
  841         3         1.205285        0.000000000000E+00
  841         4       129.617249        0.961695131579E-02
  841         5       129.455741        0.000000000000E+00
  841         6         2.170178        0.410500460379E-01
  842         1       129.464463        0.866877992209E-07
  842         2         1.122279        0.100845689106E-03
  842         3         0.903955        0.187169438059E-22
  842         4       129.548981        0.171483296860E-01
  842         5       129.458035        0.000000000000E+00
  842         6         1.627722        0.726087450221E-01
  843         1       129.462534        0.867943828218E-07
  843         2         0.748172        0.223835432966E-03
  843         3         0.602624        0.125339866570E-21
  843         4       129.500126        0.386667822161E-01
  843         5       129.459675        0.385285644915E-25
  843         6         1.085185        0.163813378971E+00
  844         1       129.461375        0.104642823080E-06
  844         2         0.374060        0.914536734319E-03
  844         3         0.301281        0.488562570444E-21
  844         4       129.470777        0.154866678253E+00
  844         5       129.460660        0.154160482080E-24
  844         6         0.542589        0.692956888571E+00
  845         1       129.460988        0.000000000000E+00
  845         2        -0.004978        0.000000000000E+00
  845         3        -0.004978        0.000000000000E+00
  845         4       129.460988        0.000000000000E+00
  845         5       129.460988        0.000000000000E+00
  845         6        -0.004978        0.000000000000E+00
  846         1       129.460898        0.659730701261E-24
  846         2         0.327458        0.338542832311E-21
  846         3         0.327458        0.952780267374E-21
  846         4       129.471022        0.154654876821E+00
  846         5       129.460898        0.102636120078E-24
  846         6         0.557679        0.100000000000E+01
  847         1       129.460627        0.605107329946E-25
  847         2         0.654964        0.111269343686E-23
  847         3         0.654964        0.315302334145E-22
  847         4       129.501108        0.386131910744E-01
  847         5       129.460627        0.324297123487E-25
  847         6         1.115376        0.242087266361E+00
  848         1       129.460175        0.327054726363E-26
  848         2         0.982443        0.248990815528E-24
  848         3         0.982443        0.996961829577E-24
  848         4       129.551191        0.171033485960E-01
  848         5       129.460175        0.739314154953E-34
  848         6         1.673035        0.107763402705E+00
  849         1       129.459539        0.184018350989E-26
  849         2         1.309896        0.918633508649E-25
  849         3         1.309896        0.275360957838E-23
  849         4       129.621181        0.957679803846E-02
  849         5       129.459539        0.184048939830E-26
  849         6         2.230648        0.610104341198E-01
  850         1       129.458715        0.205409962934E-34
  850         2         1.637318        0.150814045865E-23
  850         3         1.637318        0.721141496107E-32
  850         4       129.710954        0.609514261168E-02
  850         5       129.458715        0.523230392130E-35
  850         6         2.788201        0.393501012959E-01
  851         1       129.457700        0.615111249797E-27
  851         2         1.964700        0.151351935566E-31
  851         3         1.964700        0.732510260693E-24
  851         4       129.820350        0.420274471563E-02
  851         5       129.457700        0.123537538824E-26
  851         6         3.345678        0.275405543899E-01
  852         1       129.456488        0.602058702158E-27
  852         2         2.292037        0.844530695182E-33
  852         3         2.292037        0.108343423402E-32
  852         4       129.949174        0.306250935388E-02
  852         5       129.456488        0.208298612423E-26
  852         6         3.903066        0.203920026668E-01
  853         1       129.455073        0.000000000000E+00
  853         2         2.619320        0.113574354766E-25
  853         3         2.619320        0.176107320521E-24
  853         4       130.097199        0.232215282433E-02
  853         5       129.455073        0.559797367160E-35
  853         6         4.460349        0.157291697756E-01
  854         1       129.453449        0.208484221113E-35
  854         2         2.946541        0.145742499750E-32
  854         3         2.946541        0.835360308274E-26
  854         4       130.264163        0.181478356664E-02
  854         5       129.453449        0.364796210181E-27
  854         6         5.017514        0.125168495319E-01
  855         1       129.451608        0.535972409211E-35
  855         2         3.273692        0.977057369626E-25
  855         3         3.273692        0.729229752159E-25
  855         4       130.449773        0.145224451823E-02
  855         5       129.451608        0.295788464780E-27
  855         6         5.574544        0.102082231615E-01
  856         1       129.449542        0.489381729240E-27
  856         2         3.600766        0.466915395055E-33
  856         3         3.600766        0.151270741949E-34
  856         4       130.653706        0.118401720217E-02
  856         5       129.449542        0.359267208520E-36
  856         6         6.131427        0.849071382567E-02
  857         1       129.447241        0.000000000000E+00
  857         2         3.927753        0.478137898274E-25
  857         3         3.927753        0.355080743484E-25
  857         4       130.875608        0.980195895706E-03
  857         5       129.447241        0.152999916449E-27
  857         6         6.688146        0.717761342846E-02
  858         1       129.444696        0.113226227596E-36
  858         2         4.254646        0.349814717809E-25
  858         3         4.254646        0.259234550974E-25
  858         4       131.115096        0.821837816959E-03
  858         5       129.444696        0.175644140191E-27
  858         6         7.244688        0.615062890916E-02
  859         1       129.441895        0.151676110040E-27
  859         2         4.581436        0.557865430701E-34
  859         3         4.581436        0.262025980630E-25
  859         4       131.371759        0.696285021124E-03
  859         5       129.441895        0.151697564807E-27
  859         6         7.801038        0.533110941963E-02
  860         1       129.438828        0.132313226104E-27
  860         2         4.908114        0.200478408207E-25
  860         3         4.908114        0.165001151163E-33
  860         4       131.645162        0.595224013162E-03
  860         5       129.438828        0.569354497312E-36
  860         6         8.357183        0.466661085984E-02
  861         1       129.435482        0.298786702069E-35
  861         2         5.234671        0.249770501085E-33
  861         3         5.234671        0.897682851782E-34
  861         4       131.934844        0.512636644413E-03
  861         5       129.435482        0.395130745504E-35
  861         6         8.913107        0.411962200816E-02
  862         1       129.431845        0.103398499239E-27
  862         2         5.561099        0.903801698947E-26
  862         3         5.561099        0.904013269694E-26
  862         4       132.240319        0.444362899444E-03
  862         5       129.431845        0.241144081895E-36
  862         6         9.468797        0.366381659189E-02
  863         1       129.427903        0.177476063979E-35
  863         2         5.887387        0.990457388374E-26
  863         3         5.887387        0.722310388707E-26
  863         4       132.561082        0.387347101454E-03
  863         5       129.427903        0.923500222176E-28
  863         6        10.024239        0.327986629824E-02
  864         1       129.423643        0.155834546471E-28
  864         2         6.213528        0.160881310258E-25
  864         3         6.213528        0.798915933587E-26
  864         4       132.896605        0.339233162271E-03
  864         5       129.423643        0.603520073861E-28
  864         6        10.579419        0.295301201615E-02
  865         1       129.419052        0.187147714417E-27
  865         2         6.539510        0.660577346333E-26
  865         3         6.539510        0.132141762368E-25
  865         4       133.246343        0.298318833702E-03
  865         5       129.419052        0.323780120363E-36
  865         6        11.134324        0.267239529645E-02
  866         1       129.414114        0.251947233510E-36
  866         2         6.865324        0.394972769839E-26
  866         3         6.865324        0.548208542320E-26
  866         4       133.609733        0.263287804921E-03
  866         5       129.414114        0.351118061719E-37
  866         6        11.688939        0.242962876938E-02
  867         1       129.408814        0.447371509569E-28
  867         2         7.190961        0.596329651966E-34
  867         3         7.190961        0.329295337061E-26
  867         4       133.986196        0.233065730448E-03
  867         5       129.408814        0.623495134869E-28
  867         6        12.243251        0.221794682269E-02
  868         1       129.403137        0.571808871986E-28
  868         2         7.516409        0.387641293870E-26
  868         3         7.516409        0.845962275125E-35
  868         4       134.375139        0.206867661690E-03
  868         5       129.403137        0.100980894836E-36
  868         6        12.797248        0.203228642817E-02
  869         1       129.397068        0.262887629491E-36
  869         2         7.841659        0.329814121536E-26
  869         3         7.841659        0.199020035079E-34
  869         4       134.775957        0.184015593154E-03
  869         5       129.397068        0.374135168163E-28
  869         6        13.350915        0.186836189584E-02
  870         1       129.390591        0.151249435188E-27
  870         2         8.166699        0.282629410518E-26
  870         3         8.166699        0.565259641310E-26
  870         4       135.188032        0.164000142298E-03
  870         5       129.390591        0.486444559887E-28
  870         6        13.904240        0.172288843230E-02
  871         1       129.383691        0.901914295280E-28
  871         2         8.491520        0.171408009063E-26
  871         3         8.491520        0.243762533067E-26
  871         4       135.610738        0.146404010996E-03
  871         5       129.383691        0.238303558894E-37
  871         6        14.457210        0.159318143685E-02
  872         1       129.376351        0.419292457772E-28
  872         2         8.816110        0.211536125634E-26
  872         3         8.816110        0.389303440029E-34
  872         4       136.043441        0.130861336493E-03
  872         5       129.376351        0.356091360101E-36
  872         6        15.009813        0.147691445006E-02
  873         1       129.368555        0.390982692449E-28
  873         2         9.140457        0.125310957866E-26
  873         3         9.140457        0.128393822002E-26
  873         4       136.485500        0.117093859526E-03
  873         5       129.368555        0.122555248229E-36
  873         6        15.562035        0.137228549955E-02
  874         1       129.360288        0.365583643398E-28
  874         2         9.464551        0.585777911486E-36
  874         3         9.464551        0.120250863362E-34
  874         4       136.936270        0.104867900868E-03
  874         5       129.360288        0.209131041319E-36
  874         6        16.113864        0.127778622754E-02
  875         1       129.351533        0.663599635844E-37
  875         2         9.788380        0.793378493274E-35
  875         3         9.788380        0.142702012818E-26
  875         4       137.395099        0.939715529681E-04
  875         5       129.351533        0.729597397693E-37
  875         6        16.665288        0.119206021175E-02
  876         1       129.342275        0.321917889686E-28
  876         2        10.111931        0.126349363763E-26
  876         3        10.111931        0.126331028138E-26
  876         4       137.861335        0.842423705983E-04
  876         5       129.342275        0.643829004142E-28
  876         6        17.216296        0.111405362857E-02
  877         1       129.332498        0.000000000000E+00
  877         2        10.435193        0.812742250538E-35
  877         3        10.435193        0.672608692972E-35
  877         4       138.334327        0.755411596980E-04
  877         5       129.332498        0.515921490478E-37
  877         6        17.766874        0.104286713930E-02
  878         1       129.322187        0.192787411455E-28
  878         2        10.758154        0.521739266396E-35
  878         3        10.758154        0.100294345173E-26
  878         4       138.813419        0.677380616227E-04
  878         5       129.322187        0.159300653263E-36
  878         6        18.317012        0.977663366492E-03
  879         1       129.311327        0.540691351881E-28
  879         2        11.080801        0.687501270736E-35
  879         3        11.080801        0.601810281020E-27
  879         4       139.297962        0.607359401850E-04
  879         5       129.311327        0.270345675533E-28
  879         6        18.866698        0.917813872774E-03
  880         1       129.299903        0.170238096226E-28
  880         2        11.403122        0.537423115732E-27
  880         3        11.403122        0.148034226921E-34
  880         4       139.787305        0.544386349930E-04
  880         5       129.299903        0.170168543494E-28
  880         6        19.415921        0.862695153951E-03
  881         1       129.287901        0.160283934755E-28
  881         2        11.725104        0.422174321769E-27
  881         3        11.725104        0.729565682255E-27
  881         4       140.280804        0.487717645922E-04
  881         5       129.287901        0.326616372369E-37
  881         6        19.964668        0.811826408659E-03
  882         1       129.275307        0.151179699342E-28
  882         2        12.046734        0.733985858266E-35
  882         3        12.046734        0.000000000000E+00
  882         4       140.777818        0.436698922596E-04
  882         5       129.275307        0.151187401213E-28
  882         6        20.512930        0.764786894478E-03
  883         1       129.262107        0.439213130119E-28
  883         2        12.368000        0.105345379521E-34
  883         3        12.368000        0.243833458596E-35
  883         4       141.277713        0.390697002446E-04
  883         5       129.262107        0.143790187148E-36
  883         6        21.060695        0.721162252684E-03
  884         1       129.248290        0.783015018957E-29
  884         2        12.688887        0.546096418841E-27
  884         3        12.688887        0.250271797406E-35
  884         4       141.779862        0.349219531905E-04
  884         5       129.248290        0.134994619019E-28
  884         6        21.607954        0.680636280058E-03
  885         1       129.233843        0.199800999375E-28
  885         2        13.009383        0.720292742845E-35
  885         3        13.009383        0.997300853945E-27
  885         4       142.283643        0.311827863404E-04
  885         5       129.233843        0.199852872275E-28
  885         6        22.154694        0.642928940879E-03
  886         1       129.218753        0.121157980178E-28
  886         2        13.329474        0.126238051611E-36
  886         3        13.329474        0.456371506853E-27
  886         4       142.788447        0.278090875396E-04
  886         5       129.218753        0.381820673609E-28
  886         6        22.700906        0.607755017683E-03
  887         1       129.203011        0.114944602054E-28
  887         2        13.649147        0.105089682574E-26
  887         3        13.649147        0.843368880931E-37
  887         4       143.293671        0.247682890780E-04
  887         5       129.203011        0.182708857732E-28
  887         6        23.246581        0.574911346934E-03
  888         1       129.186607        0.175088924940E-28
  888         2        13.968388        0.240341627219E-27
  888         3        13.968388        0.240296159485E-27
  888         4       143.798724        0.220264891316E-04
  888         5       129.186607        0.350212792286E-28
  888         6        23.791707        0.544171811861E-03
  889         1       129.169531        0.453963469509E-29
  889         2        14.287184        0.000000000000E+00
  889         3        14.287184        0.224868927975E-36
  889         4       144.303024        0.195570142481E-04
  889         5       129.169531        0.190943228815E-37
  889         6        24.336275        0.515368234559E-03
  890         1       129.151774        0.385093764474E-28
  890         2        14.605520        0.141258775435E-35
  890         3        14.605520        0.283485280643E-35
  890         4       144.806004        0.173356912045E-04
  890         5       129.151774        0.555358087830E-37
  890         6        24.880275        0.488349143256E-03
  891         1       129.133329        0.000000000000E+00
  891         2        14.923382        0.250321404358E-36
  891         3        14.923382        0.303863971546E-27
  891         4       145.307106        0.153383916871E-04
  891         5       129.133329        0.310162597171E-28
  891         6        25.423699        0.462951303745E-03
  892         1       129.114190        0.149222875225E-28
  892         2        15.240758        0.281885529427E-27
  892         3        15.240758        0.161272229955E-35
  892         4       145.805785        0.135459416677E-04
  892         5       129.114190        0.149236063639E-28
  892         6        25.966537        0.439055664395E-03
  893         1       129.094350        0.855929897135E-29
  893         2        15.557631        0.262101942351E-27
  893         3        15.557631        0.262073110503E-27
  893         4       146.301512        0.119408198334E-04
  893         5       129.094350        0.143781091976E-28
  893         6        26.508779        0.416554057757E-03
  894         1       129.073804        0.817215871327E-29
  894         2        15.873989        0.885658852770E-36
  894         3        15.873989        0.200533165719E-36
  894         4       146.793768        0.105054865256E-04
  894         5       129.073804        0.444941983581E-36
  894         6        27.050417        0.395325832390E-03
  895         1       129.052550        0.147472807418E-36
  895         2        16.189818        0.132798684767E-27
  895         3        16.189818        0.207466449691E-35
  895         4       147.282052        0.922626991190E-05
  895         5       129.052550        0.116608509699E-37
  895         6        27.591442        0.375291888698E-03
  896         1       129.030583        0.258480772550E-28
  896         2        16.505102        0.122809974372E-27
  896         3        16.505102        0.750663798495E-36
  896         4       147.765875        0.808884500346E-05
  896         5       129.030583        0.283143482203E-37
  896         6        28.131845        0.356352435077E-03
  897         1       129.007903        0.714106655158E-29
  897         2        16.819828        0.199066794734E-27
  897         3        16.819828        0.199026373372E-27
  897         4       148.244763        0.708156510807E-05
  897         5       129.007903        0.124964839061E-28
  897         6        28.671618        0.338437375207E-03
  898         1       128.984508        0.120929708024E-28
  898         2        17.133982        0.186575732567E-27
  898         3        17.133982        0.383098896840E-27
  898         4       148.718260        0.619366867459E-05
  898         5       128.984508        0.120925687709E-28
  898         6        29.210753        0.321482208144E-03
  899         1       128.960399        0.655012885322E-29
  899         2        17.447549        0.645691352140E-35
  899         3        17.447549        0.175179783411E-27
  899         4       149.185922        0.541444294575E-05
  899         5       128.960399        0.107922554103E-36
  899         6        29.749241        0.305410677719E-03
  900         1       128.935577        0.187429294445E-37
  900         2        17.760516        0.324285007088E-27
  900         3        17.760516        0.910665653295E-28
  900         4       149.647323        0.473502188206E-05
  900         5       128.935577        0.141867371564E-29
  900         6        30.287075        0.290170536324E-03
  901         1       128.910045        0.220126451329E-28
  901         2        18.072867        0.453527877760E-35
  901         3        18.072867        0.298774848073E-27
  901         4       150.102053        0.414717037606E-05
  901         5       128.910045        0.110087277025E-28
  901         6        30.824246        0.275713366181E-03
  902         1       128.883806        0.577661244760E-29
  902         2        18.384589        0.790124432280E-28
  902         3        18.384589        0.295193911089E-38
  902         4       150.549718        0.364276691944E-05
  902         5       128.883806        0.155534176024E-28
  902         6        31.360747        0.261979897635E-03
  903         1       128.856865        0.103761271571E-28
  903         2        18.695667        0.737290647207E-28
  903         3        18.695667        0.137953771231E-27
  903         4       150.989940        0.321508013349E-05
  903         5       128.856865        0.554592043089E-29
  903         6        31.896570        0.248935094234E-03
  904         1       128.829228        0.532339060391E-29
  904         2        19.006087        0.652950590773E-37
  904         3        19.006087        0.192924233594E-36
  904         4       151.422358        0.285731308758E-05
  904         5       128.829228        0.201706352158E-28
  904         6        32.431708        0.236528418940E-03
  905         1       128.800901        0.303890966455E-36
  905         2        19.315835        0.646015567763E-36
  905         3        19.315835        0.123410598189E-27
  905         4       151.846627        0.256363211850E-05
  905         5       128.800901        0.474829635086E-38
  905         6        32.966154        0.224726712684E-03
  906         1       128.771893        0.000000000000E+00
  906         2        19.624897        0.000000000000E+00
  906         3        19.624897        0.116934503307E-27
  906         4       152.262420        0.232858309963E-05
  906         5       128.771893        0.340709478951E-38
  906         6        33.499899        0.213498903959E-03
  907         1       128.742213        0.271874530385E-28
  907         2        19.933259        0.562454162142E-36
  907         3        19.933259        0.110916507573E-27
  907         4       152.669427        0.214691794705E-05
  907         5       128.742213        0.271930396383E-28
  907         6        34.032938        0.202804734135E-03
  908         1       128.711871        0.905518038004E-29
  908         2        20.240907        0.105324645304E-27
  908         3        20.240907        0.529072694630E-28
  908         4       153.067352        0.201401582878E-05
  908         5       128.711871        0.905527532216E-29
  908         6        34.565262        0.192618460849E-03
  909         1       128.680879        0.882835761276E-29
  909         2        20.547826        0.200240610022E-27
  909         3        20.547826        0.761561936364E-38
  909         4       153.455919        0.192554480366E-05
  909         5       128.680879        0.437774117062E-29
  909         6        35.096866        0.182915814775E-03
  910         1       128.649248        0.248580863688E-28
  910         2        20.854003        0.232439855772E-36
  910         3        20.854003        0.000000000000E+00
  910         4       153.834868        0.187741707497E-05
  910         5       128.649248        0.861124348012E-29
  910         6        35.627741        0.173664305379E-03
  911         1       128.616992        0.000000000000E+00
  911         2        21.159424        0.438360064688E-28
  911         3        21.159424        0.000000000000E+00
  911         4       154.203955        0.186593180357E-05
  911         5       128.616992        0.405926043398E-29
  911         6        36.157882        0.164843670473E-03
  912         1       128.584125        0.390937252064E-29
  912         2        21.464076        0.334121631108E-27
  912         3        21.464076        0.865590026696E-28
  912         4       154.562953        0.188761317915E-05
  912         5       128.584125        0.203935231730E-36
  912         6        36.687282        0.156434684693E-03
  913         1       128.550664        0.484037978669E-37
  913         2        21.767943        0.486585282880E-39
  913         3        21.767943        0.388292420247E-28
  913         4       154.911652        0.193925386929E-05
  913         5       128.550664        0.295145108944E-41
  913         6        37.215934        0.148410821199E-03
  914         1       128.516624        0.112082766622E-40
  914         2        22.071014        0.789218816714E-28
  914         3        22.071014        0.819939565511E-37
  914         4       155.249859        0.201783830893E-05
  914         5       128.516624        0.783787121088E-29
  914         6        37.743832        0.140758533911E-03
  915         1       128.482022        0.436663897660E-37
  915         2        22.373274        0.754730076198E-28
  915         3        22.373274        0.116858441744E-27
  915         4       155.577396        0.212062879624E-05
  915         5       128.482022        0.108310930579E-36
  915         6        38.270969        0.133454509275E-03
  916         1       128.446877        0.414889359737E-37
  916         2        22.674710        0.325341306929E-28
  916         3        22.674710        0.325322746502E-28
  916         4       155.894103        0.224501989803E-05
  916         5       128.446877        0.293176376405E-28
  916         6        38.797339        0.126484727697E-03
  917         1       128.411208        0.269936428841E-38
  917         2        22.975309        0.706209000335E-36
  917         3        22.975309        0.307042868330E-28
  917         4       156.199836        0.238856212401E-05
  917         5       128.411208        0.734143683941E-29
  917         6        39.322935        0.119835749708E-03
  918         1       128.375035        0.719006647171E-29
  918         2        23.275057        0.132709130573E-27
  918         3        23.275057        0.000000000000E+00
  918         4       156.494466        0.254908769819E-05
  918         5       128.375035        0.558733258492E-37
  918         6        39.847750        0.113488202241E-03
  919         1       128.338378        0.268807913802E-36
  919         2        23.573941        0.506532388333E-38
  919         3        23.573941        0.127330790486E-27
  919         4       156.777880        0.272446904996E-05
  919         5       128.338378        0.303540896398E-29
  919         6        40.371780        0.107430638439E-03
  920         1       128.301259        0.315214957645E-38
  920         2        23.871948        0.118383136649E-36
  920         3        23.871948        0.303060829820E-36
  920         4       157.049983        0.291270736957E-05
  920         5       128.301259        0.272341437166E-28
  920         6        40.895017        0.101652016249E-03
  921         1       128.263701        0.282763844846E-29
  921         2        24.169065        0.157596937898E-27
  921         3        24.169065        0.587447526310E-28
  921         4       157.310693        0.311207984601E-05
  921         5       128.263701        0.134719258806E-37
  921         6        41.417455        0.961360866064E-04
  922         1       128.225725        0.132845302819E-28
  922         2        24.465280        0.223391583637E-27
  922         3        24.465280        0.232439786022E-28
  922         4       157.559943        0.332079232979E-05
  922         5       128.225725        0.664234891400E-29
  922         6        41.939088        0.908751447235E-04
  923         1       128.187356        0.367057571601E-38
  923         2        24.760580        0.220188566865E-28
  923         3        24.760580        0.543796836618E-28
  923         4       157.797685        0.353736474472E-05
  923         5       128.187356        0.112490080959E-28
  923         6        42.459910        0.858546678605E-04
  924         1       128.148617        0.285961607184E-37
  924         2        25.054951        0.523677140537E-28
  924         3        25.054951        0.523687965481E-28
  924         4       158.023881        0.376027076895E-05
  924         5       128.148617        0.639983558452E-29
  924         6        42.979913        0.810662312506E-04
  925         1       128.109534        0.000000000000E+00
  925         2        25.348383        0.504724248844E-28
  925         3        25.348383        0.197838147455E-28
  925         4       158.238510        0.398808184786E-05
  925         5       128.109534        0.000000000000E+00
  925         6        43.499093        0.765016268215E-04
  926         1       128.070130        0.238062384773E-29
  926         2        25.640862        0.481408853995E-28
  926         3        25.640862        0.486868661446E-28
  926         4       158.441566        0.421961867395E-05
  926         5       128.070130        0.880354823968E-38
  926         6        44.017443        0.721484995120E-04
  927         1       128.030432        0.134552314625E-29
  927         2        25.932376        0.469850066617E-28
  927         3        25.932376        0.178118343509E-28
  927         4       158.633057        0.445363243112E-05
  927         5       128.030432        0.000000000000E+00
  927         6        44.534956        0.679997056953E-04
  928         1       127.990465        0.222535201039E-29
  928         2        26.222914        0.734757543517E-36
  928         3        26.222914        0.106662467233E-28
  928         4       158.813002        0.468895918857E-05
  928         5       127.990465        0.119353870338E-28
  928         6        45.051626        0.640482454733E-04
  929         1       127.950256        0.229685153132E-37
  929         2        26.512463        0.803714290004E-28
  929         3        26.512463        0.438483501017E-28
  929         4       158.981438        0.492466036075E-05
  929         5       127.950256        0.215150923457E-29
  929         6        45.567446        0.602835279637E-04
  930         1       127.909830        0.439175923945E-37
  930         2        26.801013        0.000000000000E+00
  930         3        26.801013        0.322464100343E-36
  930         4       159.138413        0.515967419332E-05
  930         5       127.909830        0.267840445377E-37
  930         6        46.082411        0.567005899127E-04
  931         1       127.869215        0.101601867727E-28
  931         2        27.088550        0.410193670060E-28
  931         3        27.088550        0.154691612594E-36
  931         4       159.283987        0.539319619706E-05
  931         5       127.869215        0.000000000000E+00
  931         6        46.596513        0.532898356253E-04
  932         1       127.828436        0.559577794958E-29
  932         2        27.375064        0.138105869752E-28
  932         3        27.375064        0.313337777614E-37
  932         4       159.418234        0.562434550920E-05
  932         5       127.828436        0.423235299604E-37
  932         6        47.109746        0.500456648015E-04
  933         1       127.787521        0.793793532229E-37
  933         2        27.660545        0.384792784213E-28
  933         3        27.660545        0.131380303747E-28
  933         4       159.541241        0.585231063687E-05
  933         5       127.787521        0.188135116808E-29
  933         6        47.622104        0.469625435958E-04
  934         1       127.746496        0.603262818440E-37
  934         2        27.944980        0.525155401166E-36
  934         3        27.944980        0.979133391957E-37
  934         4       159.653105        0.607645677209E-05
  934         5       127.746496        0.182089274081E-29
  934         6        48.133580        0.440321509211E-04
  935         1       127.705388        0.176710739468E-37
  935         2        28.228359        0.361705752500E-28
  935         3        28.228359        0.361634092860E-28
  935         4       159.753937        0.629608208549E-05
  935         5       127.705388        0.183198823853E-29
  935         6        48.644166        0.412495586588E-04
  936         1       127.664223        0.189460695227E-29
  936         2        28.510671        0.167423509852E-36
  936         3        28.510671        0.350933829257E-28
  936         4       159.843858        0.651054724183E-05
  936         5       127.664223        0.527326591282E-29
  936         6        49.153857        0.386098759869E-04
  937         1       127.623028        0.362644436958E-29
  937         2        28.791907        0.563627600192E-37
  937         3        28.791907        0.120650245165E-36
  937         4       159.923000        0.671935689323E-05
  937         5       127.623028        0.519872042431E-29
  937         6        49.662645        0.361058427624E-04
  938         1       127.581829        0.512807005643E-29
  938         2        29.072055        0.383471097892E-37
  938         3        29.072055        0.330890039435E-28
  938         4       159.991506        0.692196492660E-05
  938         5       127.581829        0.000000000000E+00
  938         6        50.170523        0.337330669079E-04
  939         1       127.540652        0.154326451259E-29
  939         2        29.351106        0.321516794971E-28
  939         3        29.351106        0.321552774564E-28
  939         4       160.049529        0.711788204988E-05
  939         5       127.540652        0.505954976896E-29
  939         6        50.677484        0.314871743062E-04
  940         1       127.499522        0.385633267751E-38
  940         2        29.629050        0.312664585804E-28
  940         3        29.629050        0.139931276402E-36
  940         4       160.097232        0.730672880432E-05
  940         5       127.499522        0.499225557353E-29
  940         6        51.183521        0.293617947871E-04
  941         1       127.458464        0.492731778196E-29
  941         2        29.905877        0.898887134897E-37
  941         3        29.905877        0.234425692048E-28
  941         4       160.134788        0.748808130699E-05
  941         5       127.458464        0.105328363672E-28
  941         6        51.688626        0.273536019038E-04
  942         1       127.417503        0.144191690747E-37
  942         2        30.181579        0.296019821107E-28
  942         3        30.181579        0.127401929356E-36
  942         4       160.162378        0.766162682296E-05
  942         5       127.417503        0.896717869842E-38
  942         6        52.192791        0.254567413888E-04
  943         1       127.376663        0.135305281277E-29
  943         2        30.456145        0.811660621362E-29
  943         3        30.456145        0.836869349933E-37
  943         4       160.180193        0.782703895106E-05
  943         5       127.376663        0.320042866278E-37
  943         6        52.696011        0.236674964656E-04
  944         1       127.335967        0.000000000000E+00
  944         2        30.729568        0.159769231121E-36
  944         3        30.729568        0.157950602682E-28
  944         4       160.188432        0.798404041466E-05
  944         5       127.335967        0.754612751952E-38
  944         6        53.198275        0.219821502403E-04
  945         1       127.295439        0.126766311725E-29
  945         2        31.001838        0.000000000000E+00
  945         3        31.001838        0.953790716407E-37
  945         4       160.187302        0.813240578632E-05
  945         5       127.295439        0.126698623711E-29
  945         6        53.699578        0.203955256884E-04
  946         1       127.255101        0.463419462378E-29
  946         2        31.272948        0.266832997410E-28
  946         3        31.272948        0.159615734487E-36
  946         4       160.177016        0.827192168801E-05
  946         5       127.255101        0.122675519939E-29
  946         6        54.199910        0.189042178577E-04
  947         1       127.214973        0.122786714169E-37
  947         2        31.542889        0.674046316328E-29
  947         3        31.542889        0.635701915149E-37
  947         4       160.157797        0.840241992853E-05
  947         5       127.214973        0.458049601367E-29
  947         6        54.699265        0.175048171582E-04
  948         1       127.175078        0.452958986685E-29
  948         2        31.811654        0.643884650683E-29
  948         3        31.811654        0.147643246142E-28
  948         4       160.129872        0.852374982482E-05
  948         5       127.175078        0.114813512484E-29
  948         6        55.197632        0.161927278025E-04
  949         1       127.135434        0.447921810125E-29
  949         2        32.079235        0.614897600721E-29
  949         3        32.079235        0.247881302114E-28
  949         4       160.093475        0.863581165088E-05
  949         5       127.135434        0.215767650126E-37
  949         6        55.695005        0.149651755550E-04
  950         1       127.096060        0.443045891645E-29
  950         2        32.345624        0.242088599806E-28
  950         3        32.345624        0.109751970764E-37
  950         4       160.048848        0.873849881827E-05
  950         5       127.096060        0.107490077650E-29
  950         6        56.191375        0.138179079240E-04
  951         1       127.056976        0.804336802322E-29
  951         2        32.610816        0.236536776379E-28
  951         3        32.610816        0.561343063616E-29
  951         4       159.996235        0.883176155678E-05
  951         5       127.056976        0.104052257950E-29
  951         6        56.686733        0.127479367253E-04
  952         1       127.018197        0.127017358637E-37
  952         2        32.874803        0.247524619414E-37
  952         3        32.874803        0.231171748657E-28
  952         4       159.935887        0.891558923354E-05
  952         5       127.018197        0.100633365322E-29
