 ##############################################################################
 #
 #                  O p t a D O S   o u t p u t   f i l e 
 #
 #  Generated on 18 Jul 2020 at 10:17:59 
 ##############################################################################
#+----------------------------------------------------------------------------+
#|                    Projected Dispersion Curve -- Projectors                |
#+----------------------------------------------------------------------------+
#| Projector:    1 contains:                                                  |
#|           Atom            AngM Channel                                     |
#|          Si   1                 s                                          |
#|          Si   2                 s                                          |
#+----------------------------------------------------------------------------+
#| Projector:    2 contains:                                                  |
#|           Atom            AngM Channel                                     |
#|          Si   1                 p                                          |
#|          Si   2                 p                                          |
#+----------------------------------------------------------------------------+
#| Projector:    3 contains:                                                  |
#|           Atom            AngM Channel                                     |
#|          Si   1                 d                                          |
#|          Si   2                 d                                          |
#+----------------------------------------------------------------------------+
#| Projector:    4 contains:                                                  |
#|           Atom            AngM Channel                                     |
#|          Si   1                 f                                          |
#|          Si   2                 f                                          |
#+----------------------------------------------------------------------------+
K-point      1               0.0000000E+00     0.0000000E+00     0.0000000E+00
      -1.2110537E+01  9.9654672E-01  2.0649383E-10  0.0000000E+00  0.0000000E+00
      -2.6213107E-01  1.1022117E-11  9.6286567E-01  0.0000000E+00  0.0000000E+00
      -2.6191528E-01  1.9525185E-15  9.6284402E-01  0.0000000E+00  0.0000000E+00
      -2.6191528E-01  5.7370519E-16  9.6284401E-01  0.0000000E+00  0.0000000E+00
       2.2598580E+00  2.5858625E-06  9.6615591E-01  0.0000000E+00  0.0000000E+00
       2.2602153E+00  6.3244523E-15  9.6613171E-01  0.0000000E+00  0.0000000E+00
       2.2602153E+00  4.5038528E-15  9.6613172E-01  0.0000000E+00  0.0000000E+00
       2.7459366E+00  9.8843222E-01  2.5666429E-06  0.0000000E+00  0.0000000E+00
       7.3485291E+00  3.2200034E-03  1.0252063E-08  0.0000000E+00  0.0000000E+00
       7.5041327E+00  6.6654460E-15  1.1327103E-08  0.0000000E+00  0.0000000E+00
       7.5041327E+00  2.7338710E-15  1.1330207E-08  0.0000000E+00  0.0000000E+00
       1.0808237E+01  1.9500241E-11  2.3108276E-02  0.0000000E+00  0.0000000E+00
       1.0808325E+01  2.2317922E-14  2.3122195E-02  0.0000000E+00  0.0000000E+00
       1.0808325E+01  7.3138451E-15  2.3122200E-02  0.0000000E+00  0.0000000E+00
       1.4708819E+01  1.0766421E-02  5.5351263E-09  0.0000000E+00  0.0000000E+00
       2.2453829E+01  8.9577032E-16  1.3768080E-02  0.0000000E+00  0.0000000E+00
       2.2453829E+01  4.6515138E-15  1.3768060E-02  0.0000000E+00  0.0000000E+00
       2.2455502E+01  2.2306403E-09  1.3760218E-02  0.0000000E+00  0.0000000E+00
       2.3693065E+01  2.5805091E-15  1.3308525E-09  0.0000000E+00  0.0000000E+00
       2.3693065E+01  6.7117859E-16  1.3307391E-09  0.0000000E+00  0.0000000E+00
